TERRITORIO;TIPOLOGÍA PENAL;2015;2016; Var. % 16/15
Municipio de Parla;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);137;164;19,7
Municipio de Parla;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);146;100;-31,5
Municipio de Parla;6.-TRÁFICO DE DROGAS (EU);7;7;0,0
Municipio de Parla;7.-DAÑOS;736;694;-5,7
Municipio de Parla;8.-HURTOS;1371;1299;-5,3
Municipio de Pozuelo de Alarcón;1.-DELITOS Y FALTAS (EU);2215;2266;2,3
Municipio de Pozuelo de Alarcón;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100,0
Municipio de Pozuelo de Alarcón;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);51;55;7,8
Municipio de Pozuelo de Alarcón;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);83;112;34,9
Municipio de Pozuelo de Alarcón;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);120;82;-31,7
Municipio de Pozuelo de Alarcón;6.-TRÁFICO DE DROGAS (EU);6;3;-50,0
Municipio de Pozuelo de Alarcón;7.-DAÑOS;283;271;-4,2
Municipio de Pozuelo de Alarcón;8.-HURTOS;797;786;-1,4
Municipio de Rivas-Vaciamadrid;1.-DELITOS Y FALTAS (EU);3341;3355;0,4
Municipio de Rivas-Vaciamadrid;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Rivas-Vaciamadrid;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);118;147;24,6
Municipio de Rivas-Vaciamadrid;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);208;121;-41,8
Municipio de Rivas-Vaciamadrid;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);101;126;24,8
Municipio de Rivas-Vaciamadrid;6.-TRÁFICO DE DROGAS (EU);1;12;1100,0
Municipio de Rivas-Vaciamadrid;7.-DAÑOS;601;548;-8,8
Municipio de Rivas-Vaciamadrid;8.-HURTOS;1168;1093;-6,4
Municipio de Rozas de Madrid (Las);1.-DELITOS Y FALTAS (EU);3336;3258;-2,3
Municipio de Rozas de Madrid (Las);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Rozas de Madrid (Las);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);103;87;-15,5
Municipio de Rozas de Madrid (Las);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);213;243;14,1
Municipio de Rozas de Madrid (Las);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);105;101;-3,8
Municipio de Rozas de Madrid (Las);6.-TRÁFICO DE DROGAS (EU);4;3;-25,0
Municipio de Rozas de Madrid (Las);7.-DAÑOS;521;475;-8,8
Municipio de Rozas de Madrid (Las);8.-HURTOS;1126;1097;-2,6
Municipio de San Sebastián de los Reyes;1.-DELITOS Y FALTAS (EU);3260;3158;-3,1
Municipio de San Sebastián de los Reyes;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de San Sebastián de los Reyes;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);100;110;10,0
Municipio de San Sebastián de los Reyes;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);85;88;3,5
Municipio de San Sebastián de los Reyes;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);60;66;10,0
Municipio de San Sebastián de los Reyes;6.-TRÁFICO DE DROGAS (EU);8;3;-62,5
Municipio de San Sebastián de los Reyes;7.-DAÑOS;408;397;-2,7
Municipio de San Sebastián de los Reyes;8.-HURTOS;1501;1464;-2,5
Municipio de Torrejón de Ardoz;1.-DELITOS Y FALTAS (EU);3648;3810;4,4
Municipio de Torrejón de Ardoz;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Torrejón de Ardoz;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);112;121;8,0
Municipio de Torrejón de Ardoz;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);106;89;-16,0
Municipio de Torrejón de Ardoz;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);76;112;47,4
Municipio de Torrejón de Ardoz;6.-TRÁFICO DE DROGAS (EU);9;8;-11,1
Municipio de Torrejón de Ardoz;7.-DAÑOS;561;573;2,1
Municipio de Torrejón de Ardoz;8.-HURTOS;1275;1209;-5,2
Municipio de Valdemoro;1.-DELITOS Y FALTAS (EU);2649;2544;-4,0
Municipio de Valdemoro;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Valdemoro;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);99;109;10,1
Municipio de Valdemoro;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);137;130;-5,1
Municipio de Valdemoro;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);76;85;11,8
Municipio de Valdemoro;6.-TRÁFICO DE DROGAS (EU);10;5;-50,0
Municipio de Valdemoro;7.-DAÑOS;395;349;-11,6
Municipio de Valdemoro;8.-HURTOS;683;643;-5,9
MURCIA (REGIÓN DE);1.-DELITOS Y FALTAS (EU);40284;38726;-3,9
MURCIA (REGIÓN DE);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);6;10;66,7
MURCIA (REGIÓN DE);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);1086;1115;2,7
MURCIA (REGIÓN DE);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);3700;3863;4,4
MURCIA (REGIÓN DE);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);931;991;6,4
MURCIA (REGIÓN DE);6.-TRÁFICO DE DROGAS (EU);193;222;15,0
MURCIA (REGIÓN DE);7.-DAÑOS;3481;3562;2,3
MURCIA (REGIÓN DE);8.-HURTOS;12639;12010;-5,0
Municipio de Cartagena;1.-DELITOS Y FALTAS (EU);5866;5184;-11,6
Municipio de Cartagena;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Cartagena;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);128;159;24,2
Municipio de Cartagena;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);409;403;-1,5
Municipio de Cartagena;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);77;75;-2,6
Municipio de Cartagena;6.-TRÁFICO DE DROGAS (EU);35;30;-14,3
Municipio de Cartagena;7.-DAÑOS;575;511;-11,1
Municipio de Cartagena;8.-HURTOS;2067;1842;-10,9
Municipio de Lorca;1.-DELITOS Y FALTAS (EU);1600;1408;-12,0
Municipio de Lorca;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Municipio de Lorca;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);43;36;-16,3
Municipio de Lorca;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);166;144;-13,3
Municipio de Lorca;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);22;19;-13,6
Municipio de Lorca;6.-TRÁFICO DE DROGAS (EU);11;21;90,9
Municipio de Lorca;7.-DAÑOS;134;126;-6,0
Municipio de Lorca;8.-HURTOS;487;416;-14,6
Municipio de Molina de Segura;1.-DELITOS Y FALTAS (EU);1252;1300;3,8
Municipio de Molina de Segura;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Molina de Segura;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);29;18;-37,9
Municipio de Molina de Segura;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);119;121;1,7
Municipio de Molina de Segura;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);39;53;35,9
Municipio de Molina de Segura;6.-TRÁFICO DE DROGAS (EU);3;3;0,0
Municipio de Molina de Segura;7.-DAÑOS;91;73;-19,8
Municipio de Molina de Segura;8.-HURTOS;384;417;8,6
Municipio de Murcia;1.-DELITOS Y FALTAS (EU);13556;13322;-1,7
Municipio de Murcia;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Murcia;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);507;486;-4,1
Municipio de Murcia;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);1099;1258;14,5
Municipio de Murcia;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);457;481;5,3
Municipio de Murcia;6.-TRÁFICO DE DROGAS (EU);49;58;18,4
Municipio de Murcia;7.-DAÑOS;994;1061;6,7
Municipio de Murcia;8.-HURTOS;4746;4406;-7,2
NAVARRA (COMUNIDAD FORAL DE);1.-DELITOS Y FALTAS (EU);18650;19705;5,7
NAVARRA (COMUNIDAD FORAL DE);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;0;-100,0
NAVARRA (COMUNIDAD FORAL DE);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);289;346;19,7
NAVARRA (COMUNIDAD FORAL DE);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);712;761;6,9
NAVARRA (COMUNIDAD FORAL DE);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);134;168;25,4
NAVARRA (COMUNIDAD FORAL DE);6.-TRÁFICO DE DROGAS (EU);120;166;38,3
NAVARRA (COMUNIDAD FORAL DE);7.-DAÑOS;2400;2466;2,8
NAVARRA (COMUNIDAD FORAL DE);8.-HURTOS;6347;6398;0,8
Municipio de Pamplona/Iruña;1.-DELITOS Y FALTAS (EU);8606;9278;7,8
Municipio de Pamplona/Iruña;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Pamplona/Iruña;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);185;241;30,3
Municipio de Pamplona/Iruña;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);181;237;30,9
Municipio de Pamplona/Iruña;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);43;56;30,2
Municipio de Pamplona/Iruña;6.-TRÁFICO DE DROGAS (EU);52;77;48,1
Municipio de Pamplona/Iruña;7.-DAÑOS;1044;1082;3,6
Municipio de Pamplona/Iruña;8.-HURTOS;3918;4189;6,9
PAÍS VASCO;1.-DELITOS Y FALTAS (EU);64173;62224;-3,0
PAÍS VASCO;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);10;6;-40,0
PAÍS VASCO;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);1379;1480;7,3
PAÍS VASCO;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);3541;3109;-12,2
PAÍS VASCO;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);669;763;14,1
PAÍS VASCO;6.-TRÁFICO DE DROGAS (EU);265;253;-4,5
PAÍS VASCO;7.-DAÑOS;5781;5486;-5,1
PAÍS VASCO;8.-HURTOS;20884;22054;5,6
Provincia de Araba/Álava;1.-DELITOS Y FALTAS (EU);9414;8947;-5,0
Provincia de Araba/Álava;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;2;100,0
Provincia de Araba/Álava;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);144;148;2,8
Provincia de Araba/Álava;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);380;274;-27,9
Provincia de Araba/Álava;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);68;77;13,2
Provincia de Araba/Álava;6.-TRÁFICO DE DROGAS (EU);26;30;15,4
Provincia de Araba/Álava;7.-DAÑOS;922;944;2,4
Provincia de Araba/Álava;8.-HURTOS;3506;3568;1,8
Municipio de Vitoria-Gasteiz;1.-DELITOS Y FALTAS (EU);6827;6345;-7,1
Municipio de Vitoria-Gasteiz;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;2;100,0
Municipio de Vitoria-Gasteiz;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);140;144;2,9
Municipio de Vitoria-Gasteiz;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);282;220;-22,0
Municipio de Vitoria-Gasteiz;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);49;45;-8,2
Municipio de Vitoria-Gasteiz;6.-TRÁFICO DE DROGAS (EU);15;20;33,3
Municipio de Vitoria-Gasteiz;7.-DAÑOS;626;633;1,1
Municipio de Vitoria-Gasteiz;8.-HURTOS;3073;3118;1,5
Provincia de Gipuzkoa;1.-DELITOS Y FALTAS (EU);17820;16839;-5,5
Provincia de Gipuzkoa;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;1;-66,7
Provincia de Gipuzkoa;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);217;243;12,0
Provincia de Gipuzkoa;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);1330;1184;-11,0
Provincia de Gipuzkoa;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);217;200;-7,8
Provincia de Gipuzkoa;6.-TRÁFICO DE DROGAS (EU);105;77;-26,7
Provincia de Gipuzkoa;7.-DAÑOS;1450;1440;-0,7
Provincia de Gipuzkoa;8.-HURTOS;4604;4647;0,9
Municipio de Irun;1.-DELITOS Y FALTAS (EU);1795;1741;-3,0
Municipio de Irun;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Irun;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);23;30;30,4
Municipio de Irun;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);75;68;-9,3
Municipio de Irun;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);31;31;0,0
Municipio de Irun;6.-TRÁFICO DE DROGAS (EU);15;16;6,7
Municipio de Irun;7.-DAÑOS;127;146;15,0
Municipio de Irun;8.-HURTOS;614;591;-3,7
Municipio de Donostia/San Sebastián;1.-DELITOS Y FALTAS (EU);4200;3937;-6,3
Municipio de Donostia/San Sebastián;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;0;-100,0
Municipio de Donostia/San Sebastián;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);94;101;7,4
Municipio de Donostia/San Sebastián;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);319;304;-4,7
Municipio de Donostia/San Sebastián;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);63;42;-33,3
Municipio de Donostia/San Sebastián;6.-TRÁFICO DE DROGAS (EU);31;28;-9,7
Municipio de Donostia/San Sebastián;7.-DAÑOS;305;317;3,9
Municipio de Donostia/San Sebastián;8.-HURTOS;1223;1330;8,7
Provincia de Bizkaia;1.-DELITOS Y FALTAS (EU);36939;36438;-1,4
Provincia de Bizkaia;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);6;3;-50,0
Provincia de Bizkaia;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);1018;1089;7,0
Provincia de Bizkaia;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);1831;1651;-9,8
Provincia de Bizkaia;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);384;486;26,6
Provincia de Bizkaia;6.-TRÁFICO DE DROGAS (EU);134;146;9,0
Provincia de Bizkaia;7.-DAÑOS;3409;3102;-9,0
Provincia de Bizkaia;8.-HURTOS;12774;13839;8,3
Municipio de Barakaldo;1.-DELITOS Y FALTAS (EU);3655;3461;-5,3
Municipio de Barakaldo;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Barakaldo;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);148;152;2,7
Municipio de Barakaldo;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);239;179;-25,1
Municipio de Barakaldo;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);50;53;6,0
Municipio de Barakaldo;6.-TRÁFICO DE DROGAS (EU);7;42;500,0
Municipio de Barakaldo;7.-DAÑOS;389;313;-19,5
Municipio de Barakaldo;8.-HURTOS;1326;1440;8,6
Municipio de Bilbao;1.-DELITOS Y FALTAS (EU);13883;14367;3,5
Municipio de Bilbao;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;3;0,0
Municipio de Bilbao;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);633;643;1,6
Municipio de Bilbao;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);599;424;-29,2
Municipio de Bilbao;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);107;133;24,3
Municipio de Bilbao;6.-TRÁFICO DE DROGAS (EU);68;53;-22,1
Municipio de Bilbao;7.-DAÑOS;1093;1033;-5,5
Municipio de Bilbao;8.-HURTOS;6647;7639;14,9
Municipio de Getxo;1.-DELITOS Y FALTAS (EU);1643;1411;-14,1
Municipio de Getxo;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Getxo;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);45;48;6,7
Municipio de Getxo;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);144;95;-34,0
Municipio de Getxo;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);24;15;-37,5
Municipio de Getxo;6.-TRÁFICO DE DROGAS (EU);1;2;100,0
Municipio de Getxo;7.-DAÑOS;197;160;-18,8
Municipio de Getxo;8.-HURTOS;548;568;3,6
RIOJA (LA);1.-DELITOS Y FALTAS (EU);6423;5984;-6,8
RIOJA (LA);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
RIOJA (LA);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);101;90;-10,9
RIOJA (LA);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);495;352;-28,9
RIOJA (LA);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);90;77;-14,4
RIOJA (LA);6.-TRÁFICO DE DROGAS (EU);44;43;-2,3
RIOJA (LA);7.-DAÑOS;806;728;-9,7
RIOJA (LA);8.-HURTOS;2138;2109;-1,4
Municipio de Logroño;1.-DELITOS Y FALTAS (EU);3413;3259;-4,5
Municipio de Logroño;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Logroño;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);69;62;-10,1
Municipio de Logroño;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);167;139;-16,8
Municipio de Logroño;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);36;43;19,4
Municipio de Logroño;6.-TRÁFICO DE DROGAS (EU);23;24;4,3
Municipio de Logroño;7.-DAÑOS;356;327;-8,1
Municipio de Logroño;8.-HURTOS;1474;1498;1,6
CIUDAD AUTÓNOMA DE CEUTA;1.-DELITOS Y FALTAS (EU);3673;3448;-6,1
CIUDAD AUTÓNOMA DE CEUTA;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;3;200,0
CIUDAD AUTÓNOMA DE CEUTA;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);123;124;0,8
CIUDAD AUTÓNOMA DE CEUTA;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);64;51;-20,3
CIUDAD AUTÓNOMA DE CEUTA;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);275;304;10,5
CIUDAD AUTÓNOMA DE CEUTA;6.-TRÁFICO DE DROGAS (EU);308;199;-35,4
CIUDAD AUTÓNOMA DE CEUTA;7.-DAÑOS;235;207;-11,9
CIUDAD AUTÓNOMA DE CEUTA;8.-HURTOS;796;713;-10,4
CIUDAD AUTÓNOMA DE MELILLA;1.-DELITOS Y FALTAS (EU);3673;3644;-0,8
CIUDAD AUTÓNOMA DE MELILLA;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0,0
CIUDAD AUTÓNOMA DE MELILLA;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);221;283;28,1
CIUDAD AUTÓNOMA DE MELILLA;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);72;126;75,0
CIUDAD AUTÓNOMA DE MELILLA;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);88;79;-10,2
CIUDAD AUTÓNOMA DE MELILLA;6.-TRÁFICO DE DROGAS (EU);86;70;-18,6
CIUDAD AUTÓNOMA DE MELILLA;7.-DAÑOS;254;272;7,1
CIUDAD AUTÓNOMA DE MELILLA;8.-HURTOS;1001;994;-0,7
FUERA DE ESPAÑA;1.-DELITOS Y FALTAS (EU);14799;13873;-6,3
FUERA DE ESPAÑA;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;0;-100,0
FUERA DE ESPAÑA;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);163;173;6,1
FUERA DE ESPAÑA;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);18;20;11,1
FUERA DE ESPAÑA;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);71;71;0,0
FUERA DE ESPAÑA;6.-TRÁFICO DE DROGAS (EU);13;10;-23,1
FUERA DE ESPAÑA;7.-DAÑOS;23;25;8,7
FUERA DE ESPAÑA;8.-HURTOS;2002;2153;7,5
NACIONAL;1.-DELITOS Y FALTAS (EU);1542066;1520487;-1,4
NACIONAL;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);214;227;6,1
NACIONAL;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);48287;47360;-1,9
NACIONAL;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);84934;85355;0,5
NACIONAL;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);32040;32222;0,6
NACIONAL;6.-TRÁFICO DE DROGAS (EU);9415;9606;2,0
NACIONAL;7.-DAÑOS;162943;162065;-0,5
NACIONAL;8.-HURTOS;542134;540853;-0,2
